Gene	apo_rank	ABrank	ALrank
EFNA4	1004	NA	NA
HYPK	1005	NA	NA
DUSP8	1006	NA	NA
SMCY	1007	NA	NA
PSMB7	1008	NA	NA
AP1S1	1009	NA	NA
EHHADH	1010	NA	NA
TDG	1011	NA	NA
DSC1	1012	NA	NA
PFC	1013	NA	NA
GPX4	1014	NA	NA
FLJ10094	1015	NA	NA
KIAA0274	1016	NA	NA
CD151	1017	NA	NA
STARD5	1018	NA	NA
SPAG5	1019	NA	NA
CD24	1020	NA	NA
SLC5A6	1021	NA	NA
GUCY2D	1022	NA	NA
UQCRC1	1023	NA	NA
PIP5K2B	1024	NA	NA
MEOX2	1025	NA	NA
ZNF313	1026	NA	NA
MKI67	1027	187	NA
FLJ23548	1028	NA	NA
RECQL5	1029	NA	NA
ANXA3	1030	NA	NA
FUT8	1031	NA	NA
FLJ10539	1032	NA	NA
CDK5RAP1	1033	NA	NA
DCP2	1034	NA	NA
KLF2	1035	NA	NA
NPC1L1	1036	NA	NA
AGTR2	1037	NA	NA
KRT12	1038	NA	NA
CASP10	1039	NA	NA
APXL	1040	NA	NA
C1QTNF3	1041	NA	NA
RNF14	1042	NA	NA
APEH	1043	NA	NA
MATN2	1044	NA	NA
PSMD1	1045	NA	NA
MGC3731	1046	NA	NA
DCTN4	1047	NA	NA
NDUFC2	1048	NA	NA
C4.4A	1049	NA	NA
MGC29816	1050	NA	NA
ZNF257	1051	NA	NA
ZDHHC14	1052	NA	NA
PTGDS	1053	NA	NA
SLC4A8	1054	NA	NA
ACTR10	1055	NA	NA
ETEA	1056	NA	NA
PPP2R5A	1057	NA	NA
RAP140	1058	NA	NA
GMPPB	1059	NA	NA
FBP2	1060	NA	NA
RTN3	1061	NA	NA
ACSL3	1062	200	357
ATP5L	1063	NA	NA
EGR1	1064	NA	NA
SRP19	1065	NA	NA
RPP30	1066	NA	NA
ID2	1067	NA	NA
RAPGEF5	1068	NA	NA
CCT6A	1069	NA	NA
TFRC	1070	NA	NA
TSAP6	1071	NA	16
ZNF443	1072	NA	NA
UBE2L6	1073	NA	NA
RAB9P40	1074	NA	NA
RAB21	1075	NA	NA
ARHGEF16	1076	NA	NA
EBP	1077	NA	NA
CSTF2T	1078	NA	NA
PLEKHJ1	1079	NA	NA
RAB22A	1080	NA	NA
RSAFD1	1081	NA	NA
DKFZP564M082	1082	NA	NA
MMP13	1083	NA	NA
DDX43	1084	NA	NA
ZNF248	1085	NA	NA
NGLY1	1086	NA	NA
CLTB	1087	NA	NA
NRAP	1088	NA	NA
SLC13A3	1089	NA	NA
ZNF20	1090	NA	NA
NR4A2	1091	NA	NA
PRDX2	1092	NA	NA
P2RY5	1093	NA	NA
FLJ23235	1094	NA	NA
FMO3	1095	NA	NA
TP53I11	1096	NA	NA
ENTPD7	1097	NA	NA
SDBCAG84	1098	NA	NA
TXNDC9	1099	NA	NA
CORO1C	1100	NA	NA
IL1R2	1101	NA	NA
SLC22A1LS	1102	NA	NA
AMHR2	1103	NA	NA
FLJ11342	1104	NA	NA
EIF2B2	1105	NA	NA
DBH	1106	NA	NA
HSPA4L	1107	NA	NA
BRP44L	1108	NA	NA
FLJ10786	1109	NA	NA
FLJ12903	1110	NA	NA
MCTS1	1111	NA	NA
EIF3S2	1112	NA	NA
FLJ20457	1113	NA	NA
CUTL2	1114	NA	NA
SNCAIP	1115	NA	NA
UAP1	1116	NA	NA
ALDH18A1	1117	NA	NA
SH3GLB1	1118	NA	NA
LOC254359	1119	NA	NA
COPZ1	1120	NA	NA
SCGB2A1	1121	NA	NA
GORASP1	1122	NA	NA
MTRR	1123	NA	NA
ATP5H	1124	NA	NA
KLHL4	1125	NA	NA
NFKB1	1126	NA	NA
SLC35B1	1127	NA	NA
HSD17B12	1128	NA	NA
CCNH	1129	NA	NA
RNF10	1130	NA	NA
PSMC6	1131	NA	NA
HMP19	1132	NA	NA
SPINT2	1133	NA	NA
BAZ2B	1134	NA	NA
WDR26	1135	NA	NA
SCN3A	1136	NA	NA
TRIM25	1137	NA	NA
ADSS	1138	NA	NA
INPP5A	1139	NA	NA
PHEX	1140	NA	NA
COBL	1141	NA	NA
DDX1	1142	NA	NA
KIAA1024	1143	NA	NA
EIF4G3	1144	NA	NA
FLJ38984	1145	NA	NA
POU2F3	1146	NA	NA
PMS1	1147	NA	NA
IER5	1148	NA	NA
PPP2R2D	1149	NA	NA
FLJ11506	1150	NA	NA
LARGE	1151	NA	NA
HOXB2	1152	332	NA
RICS	1153	NA	NA
KCNJ14	1154	NA	NA
HAO2	1155	NA	NA
PMM2	1156	NA	NA
LOC90410	1157	NA	NA
IFNGR2	1158	NA	NA
RALA	1159	NA	NA
FLJ20273	1160	34	NA
MYO5C	1161	NA	NA
CPA2	1162	NA	NA
DNASE2B	1163	NA	NA
MYST2	1164	NA	NA
CPNE6	1165	NA	NA
CACNA1G	1166	NA	NA
SLC25A3	1167	NA	NA
CASP1	1168	NA	NA
SAT	1169	NA	NA
TNFRSF6	1170	NA	NA
PSME2	1171	NA	NA
MDS1	1172	NA	NA
RPS6KA5	1173	NA	NA
GBF1	1174	NA	NA
AXOT	1175	NA	NA
STAM2	1176	NA	NA
FLJ20534	1177	NA	NA
FY	1178	NA	NA
ARFGEF2	1179	NA	NA
SNCG	1180	NA	NA
VMP1	1181	NA	NA
TM4SF9	1182	NA	NA
EIF4E	1183	NA	NA
ADK	1184	NA	NA
ARHGAP12	1185	NA	NA
KLK11	1186	NA	NA
UBE2N	1187	NA	NA
EWSR1	1188	NA	NA
CDK5RAP2	1189	NA	NA
D4S234E	1190	NA	NA
MMP15	1191	NA	NA
SPARCL1	1192	NA	NA
CCL15	1193	NA	NA
TMEM2	1194	NA	NA
PTK6	1195	212	NA
KLHL3	1196	NA	NA
PRKG2	1197	NA	NA
CYP4F8	1198	146	NA
FTSJ3	1199	NA	NA
TNP2	1200	NA	NA
PPP1R7	1201	NA	NA
B3GAT1	1202	NA	NA
TM9SF2	1203	NA	NA
PHB	1204	NA	NA
TRIP12	1205	NA	NA
ASAHL	1206	90	77
ITK	1207	NA	NA
SLPI	1208	NA	153
SLC6A14	1209	NA	NA
GLUD1	1210	NA	NA
LW-1	1211	NA	NA
CTAGE5	1212	NA	NA
SHOX	1213	NA	NA
CHPPR	1214	NA	273
ORC4L	1215	NA	NA
FAT	1216	NA	NA
FAAH	1217	NA	NA
RALGPS1	1218	NA	333
DCXR	1219	111	NA
NME4	1220	NA	NA
TAF7	1221	NA	NA
CTSO	1222	NA	NA
NNAT	1223	NA	NA
GTF3C4	1224	NA	NA
ACLY	1225	NA	NA
HS747E2A	1226	NA	NA
DKFZP434B168	1227	NA	NA
TGFBR1	1228	NA	NA
STARD3	1229	NA	NA
TLE1	1230	NA	278
GATA6	1231	NA	NA
TFF3	1232	NA	68
PRDX3	1233	NA	NA
TM9SF4	1234	NA	NA
DCAMKL1	1235	NA	NA
GOLGB1	1236	NA	NA
DDX56	1237	NA	NA
SERPINB13	1238	NA	NA
BCHE	1239	NA	NA
DNAJC8	1240	NA	NA
EIF2B4	1241	NA	NA
SHB	1242	NA	NA
KDR	1243	NA	NA
SLC9A3R1	1244	138	NA
BRCA1	1245	NA	NA
PSEN2	1246	NA	NA
LOC51333	1247	NA	NA
TMX2	1248	NA	NA
TBL2	1249	NA	NA
GPR35	1250	NA	NA
ABHD6	1251	NA	NA
LRRC1	1252	NA	NA
HMMR	1253	NA	NA
SNCA	1254	NA	NA
AP2S1	1255	NA	NA
LLGL2	1256	NA	NA
SLC38A2	1257	NA	NA
PSMC4	1258	NA	NA
KLKB1	1259	NA	NA
BAMBI	1260	NA	NA
TNFAIP3	1261	NA	NA
PPP1R3C	1262	NA	NA
KIAA0556	1263	NA	NA
TESK2	1264	NA	NA
COMMD10	1265	NA	NA
HIST2H2BE	1266	NA	NA
FLJ11200	1267	NA	NA
CCNB1	1268	NA	NA
GLO1	1269	NA	NA
FEM1B	1270	NA	NA
MRPL19	1271	NA	NA
CASP3	1272	NA	NA
ILT7	1273	NA	NA
MRPS15	1274	NA	NA
SUCLG1	1275	NA	NA
PPARBP	1276	NA	NA
HIF1A	1277	NA	NA
WFS1	1278	NA	NA
GAMT	1279	NA	NA
KIAA0232	1280	NA	NA
CASP7	1281	NA	NA
BATF	1282	NA	NA
MUC4	1283	NA	NA
H3F3B	1284	NA	NA
ARNTL	1285	NA	NA
TNRC4	1286	NA	NA
FLJ22655	1287	NA	NA
CLCN5	1288	NA	NA
CRYGD	1289	NA	NA
ALDH1A3	1290	NA	129
RNASEL	1291	NA	NA
ZCCHC10	1292	NA	NA
NDUFA3	1293	NA	NA
SPATA7	1294	NA	NA
PRP19	1295	NA	NA
ZNF510	1296	NA	NA
IL26	1297	NA	NA
GSK3B	1298	NA	NA
HLA-DQA1	1299	NA	NA
CASKIN2	1300	NA	NA
FNBP1	1301	NA	NA
EIF3S6IP	1302	NA	NA
TRIM16	1303	NA	NA
RNF141	1304	161	6
COX11	1305	NA	NA
FLJ20604	1306	NA	NA
DNAJC13	1307	NA	NA
ITGB3BP	1308	NA	NA
GNA12	1309	NA	NA
CORO2B	1310	NA	NA
CORO1B	1311	NA	NA
TSC1	1312	NA	NA
FLJ10349	1313	NA	NA
SP140	1314	NA	NA
ARF3	1315	NA	NA
TM9SF1	1316	NA	NA
COX7C	1317	NA	NA
KAL1	1318	NA	NA
NDUFC1	1319	NA	NA
PDE8A	1320	NA	NA
GRM5	1321	NA	NA
USP20	1322	NA	NA
MEIS2	1323	NA	NA
EHD4	1324	NA	NA
GALNAC4S-6ST	1325	NA	169
CHUK	1326	NA	NA
GTF2H2	1327	NA	NA
NEF3	1328	NA	NA
HADH2	1329	NA	NA
PPP2R4	1330	NA	NA
RAB6B	1331	NA	NA
ASK	1332	NA	NA
HDLBP	1333	NA	NA
SFRS12	1334	NA	299
SEC23B	1335	320	393
PLA2G12A	1336	NA	NA
MGC52022	1337	NA	NA
AMBP	1338	NA	NA
BDKRB1	1339	NA	NA
TM4SF2	1340	NA	NA
ATP5B	1341	NA	NA
PIK3R1	1342	231	NA
GJA4	1343	NA	NA
ANK2	1344	NA	NA
FLJ20716	1345	NA	NA
PSPH	1346	NA	NA
DKFZP434K046	1347	NA	NA
TCEAL1	1348	NA	NA
KIAA0433	1349	NA	NA
NELL1	1350	NA	NA
SLC26A6	1351	NA	NA
PPP1R2	1352	NA	NA
ACE	1353	NA	NA
MVK	1354	NA	NA
CSF2RA	1355	NA	NA
LHFPL2	1356	NA	NA
TXNRD1	1357	NA	NA
HCCS	1358	NA	NA
UEV3	1359	NA	NA
POLR3E	1360	NA	NA
ZNF528	1361	NA	NA
ACY1	1362	NA	NA
PRKACB	1363	65	NA
CEBPA	1364	NA	NA
LMO3	1365	NA	NA
LGALS9	1366	NA	NA
PGM3	1367	NA	NA
SSR4	1368	NA	NA
ERBB4	1369	NA	NA
UGDH	1370	370	NA
FARP2	1371	NA	NA
COPS6	1372	NA	NA
TOR1B	1373	NA	NA
DKFZP564K0822	1374	NA	NA
SLC35D1	1375	NA	NA
HOXB5	1376	NA	NA
PCDHA6	1377	NA	NA
MAK	1378	NA	NA
SLC12A6	1379	NA	NA
CDKN3	1380	NA	NA
ZFP36L1	1381	NA	NA
FLJ10404	1382	NA	NA
NRD1	1383	NA	NA
ABCB1	1384	NA	NA
DAB2	1385	NA	NA
ZFYVE26	1386	NA	NA
MSMB	1387	NA	NA
TPST2	1388	NA	NA
PTEN	1389	NA	NA
EPHA3	1390	NA	NA
ALG9	1391	NA	NA
TRPM4	1392	NA	NA
LDB2	1393	NA	NA
KLF15	1394	NA	NA
NCOA1	1395	NA	NA
EIF5	1396	NA	NA
AQP3	1397	NA	NA
M6PRBP1	1398	NA	NA
PLCXD1	1399	NA	NA
ZNF6	1400	NA	NA
DBN1	1401	NA	NA
MCM10	1402	NA	NA
PEX19	1403	NA	NA
LRRC17	1404	NA	NA
VIPR1	1405	NA	NA
UBL5	1406	NA	NA
ANXA7	1407	NA	NA
CARD14	1408	NA	NA
ZNF84	1409	NA	NA
HIST1H3A	1410	NA	NA
CELSR3	1411	NA	NA
SIRT4	1412	NA	NA
DNAJC11	1413	NA	NA
CLDN1	1414	NA	183
SDCBP	1415	NA	NA
CGI-49	1416	NA	102
BF	1417	NA	NA
TINP1	1418	NA	NA
MINPP1	1419	NA	NA
NCOA6	1420	NA	NA
MK-STYX	1421	NA	NA
GENX-3414	1422	NA	NA
HIST1H4H	1423	NA	NA
DNAL4	1424	NA	NA
ERG	1425	NA	NA
TLN2	1426	NA	NA
TK1	1427	NA	250
FAM48A	1428	NA	NA
HRB	1429	NA	21
PIGQ	1430	NA	NA
BLVRA	1431	NA	NA
EPB41L5	1432	NA	NA
DNPEP	1433	NA	NA
ZNF305	1434	NA	NA
NCDN	1435	NA	NA
APOC1	1436	NA	NA
CAPZA1	1437	NA	NA
NDUFB11	1438	NA	NA
NR1I3	1439	NA	NA
FLJ10842	1440	NA	NA
KCNJ15	1441	NA	NA
SYNE2	1442	NA	NA
GMPPA	1443	NA	NA
ANXA2	1444	NA	NA
DECR2	1445	NA	NA
RER1	1446	NA	NA
MGC16824	1447	NA	NA
CDKN1A	1448	NA	NA
SERPINA7	1449	NA	NA
SQSTM1	1450	NA	NA
EIF1AY	1451	NA	NA
PGAM1	1452	NA	NA
TLR8	1453	NA	NA
CRSP8	1454	NA	NA
OAT	1455	NA	NA
YWHAQ	1456	NA	NA
SOX9	1457	NA	NA
CA12	1458	NA	NA
ERBB3	1459	NA	NA
ARHGEF3	1460	NA	NA
NR0B2	1461	NA	NA
METTL1	1462	NA	NA
WDR11	1463	NA	NA
ACACA	1464	236	NA
ALS2CR3	1465	281	NA
BTBD7	1466	NA	NA
RBBP9	1467	NA	NA
CENTD1	1468	NA	NA
CHST11	1469	NA	NA
SEDL	1470	NA	NA
ZA20D3	1471	NA	NA
SCAMP4	1472	NA	NA
CGI-30	1473	NA	NA
TDP1	1474	NA	NA
ZNF140	1475	NA	NA
CDC2	1476	NA	NA
SLC22A11	1477	NA	NA
SPATS2	1478	NA	NA
RFC2	1479	NA	NA
DRG1	1480	NA	NA
SGEF	1481	NA	NA
ZNF200	1482	NA	NA
POLE2	1483	NA	NA
ARSD	1484	NA	NA
LOC113251	1485	NA	NA
ATPIF1	1486	NA	NA
CAPZA2	1487	NA	NA
ERAL1	1488	NA	NA
CA5B	1489	NA	NA
USP48	1490	NA	NA
EFNA3	1491	NA	NA
PC	1492	NA	NA
HAND1	1493	NA	NA
PSMB3	1494	NA	NA
MPV17	1495	NA	NA
CD72	1496	NA	NA
PIGA	1497	NA	NA
EHF	1498	NA	NA
SCEL	1499	NA	NA
HOMER1	1500	NA	NA
NOV	1501	NA	NA
TRIM26	1502	NA	NA
FDPS	1503	NA	NA
LOC90355	1504	NA	126
ALDOA	1505	NA	NA
CKB	1506	NA	NA
GATM	1507	NA	NA
DDX58	1508	NA	NA
UPK1A	1509	NA	NA
ARPC1A	1510	NA	NA
CNN1	1511	NA	NA
EDG1	1512	NA	NA
MRPL42	1513	NA	NA
EIF4EBP1	1514	NA	286
AP1B1	1515	NA	NA
SAS	1516	NA	NA
ITPR1	1517	NA	NA
CDK7	1518	NA	NA
PIK3C2B	1519	NA	NA
SLC14A2	1520	NA	NA
ADAM23	1521	NA	NA
TNA	1522	NA	NA
SLC35C2	1523	NA	NA
NLGN4Y	1524	NA	NA
LGMN	1525	NA	NA
PITPNM1	1526	NA	NA
IRX4	1527	NA	NA
CST8	1528	NA	NA
WEE1	1529	NA	NA
EPB42	1530	NA	NA
LEFTY1	1531	NA	NA
NHP2L1	1532	NA	NA
OR1A2	1533	NA	NA
IFIT1	1534	NA	NA
CRSP9	1535	NA	NA
MYO6	1536	NA	NA
DKFZP564B167	1537	NA	NA
FGF12	1538	NA	NA
HSGT1	1539	NA	NA
VPS26	1540	NA	NA
DPYD	1541	NA	NA
GK001	1542	NA	NA
SOX17	1543	NA	NA
LMOD1	1544	NA	NA
BCAP31	1545	NA	NA
CASK	1546	NA	NA
DOCK5	1547	NA	NA
SLC25A1	1548	NA	NA
FDX1	1549	NA	NA
IL15	1550	NA	NA
KIAA0423	1551	NA	NA
SYT1	1552	NA	NA
TUBGCP2	1553	NA	NA
STXBP1	1554	NA	NA
KAZALD1	1555	NA	NA
DKK2	1556	NA	NA
DOC-1R	1557	NA	NA
TPD52L1	1558	NA	NA
SULT1E1	1559	NA	NA
CDC10	1560	NA	NA
PDE2A	1561	NA	NA
P4HA2	1562	NA	NA
ABCD1	1563	NA	NA
SLC35C1	1564	NA	NA
FAM13A1	1565	NA	NA
SPFH2	1566	NA	NA
HNRPDL	1567	NA	NA
NPY2R	1568	NA	NA
SMP1	1569	NA	NA
RASL11B	1570	NA	NA
IHPK2	1571	NA	NA
RAD51L1	1572	NA	NA
SLC35A5	1573	NA	NA
ARHGAP26	1574	NA	NA
APEX2	1575	NA	NA
SMARCAL1	1576	NA	NA
MED4	1577	NA	NA
MDH2	1578	NA	NA
COPG	1579	NA	NA
UMP-CMPK	1580	NA	NA
GPR171	1581	NA	NA
TNFAIP8	1582	NA	NA
FLJ20489	1583	NA	NA
KIAA0377	1584	NA	NA
MITF	1585	NA	NA
RABGEF1	1586	NA	NA
CCNT2	1587	NA	NA
NDUFA10	1588	NA	NA
ATP1A2	1589	NA	NA
SLC22A7	1590	NA	NA
CAST	1591	NA	NA
CRB1	1592	NA	NA
ETFB	1593	270	132
SASH1	1594	NA	NA
PGD	1595	NA	NA
CBFA2T1	1596	NA	NA
PTPLB	1597	NA	NA
NMI	1598	NA	NA
ACTR3	1599	NA	NA
COQ7	1600	NA	NA
RSAD1	1601	NA	NA
TIMELESS	1602	NA	NA
FBXO34	1603	NA	NA
AASDHPPT	1604	NA	NA
SAP130	1605	NA	NA
ARTS-1	1606	NA	NA
ECH1	1607	NA	NA
LIPC	1608	NA	NA
FLJ10407	1609	NA	NA
SELL	1610	NA	NA
CXCR4	1611	NA	NA
MYCN	1612	NA	NA
MRPS27	1613	NA	NA
ARL1	1614	NA	NA
RPL26L1	1615	NA	NA
FMOD	1616	NA	NA
COL4A6	1617	NA	NA
PRKAA2	1618	NA	NA
SNTA1	1619	NA	NA
SF3B4	1620	NA	NA
CLMN	1621	NA	NA
MTCH2	1622	NA	NA
FKBP14	1623	NA	NA
UQCRH	1624	NA	NA
ASCL1	1625	NA	NA
ZNF278	1626	NA	NA
DIXDC1	1627	NA	NA
TMEM34	1628	NA	NA
AHNAK	1629	NA	NA
CDK5R1	1630	NA	NA
METAP2	1631	NA	NA
MBD4	1632	NA	NA
KIAA0672	1633	NA	NA
LGI2	1634	NA	NA
MAP1B	1635	NA	NA
MYB	1636	NA	NA
SSH3	1637	NA	NA
RNPC2	1638	NA	NA
BAIAP2	1639	NA	NA
GNAO1	1640	NA	NA
FLJ13798	1641	NA	NA
DDX41	1642	NA	NA
MFAP3	1643	NA	NA
GPC3	1644	NA	NA
SPAM1	1645	NA	NA
ZNF539	1646	NA	NA
WT1	1647	NA	NA
GNA11	1648	NA	NA
EIF4ENIF1	1649	NA	NA
FLJ12443	1650	NA	NA
H2AFX	1651	NA	NA
GPR173	1652	NA	NA
EIF2B3	1653	NA	NA
FCER1A	1654	NA	NA
SNX3	1655	NA	NA
TCEAL4	1656	NA	NA
MAPBPIP	1657	NA	NA
HARS	1658	NA	NA
GPATC2	1659	NA	NA
SEZ6L	1660	NA	NA
ESM1	1661	NA	NA
CRKL	1662	NA	NA
CHRM2	1663	NA	NA
MYOC	1664	NA	NA
HIST1H2BG	1665	NA	NA
VAPA	1666	NA	NA
APG7L	1667	NA	NA
GOLGA3	1668	NA	NA
ZNFN1A1	1669	NA	NA
USP39	1670	NA	NA
CCL19	1671	NA	NA
LOXL1	1672	NA	NA
RABEP2	1673	325	NA
"NAT2"	1674	NA	NA
SLAC2-B	1675	NA	NA
NLGN3	1676	NA	NA
TAX1BP1	1677	NA	NA
CAPN5	1678	NA	NA
PAK4	1679	NA	NA
NRXN1	1680	NA	NA
DKFZP434H132	1681	NA	NA
NS3TP2	1682	NA	NA
SLC1A1	1683	NA	NA
FLJ20507	1684	NA	NA
HDHD1A	1685	NA	NA
CUEDC1	1686	NA	NA
ALDH9A1	1687	NA	NA
SEC24D	1688	NA	NA
ZNF589	1689	NA	NA
HIST1H3C	1690	NA	NA
DNMT3L	1691	NA	NA
POLR2D	1692	NA	NA
DOCK2	1693	NA	NA
USP18	1694	NA	NA
CCR7	1695	NA	NA
TPRT	1696	NA	NA
PSFL	1697	NA	NA
BST2	1698	NA	387
IRF7	1699	NA	NA
OAS1	1700	NA	NA
NDUFV2	1701	NA	NA
UBE2D2	1702	NA	NA
UCP1	1703	NA	NA
KIAA0738	1704	NA	NA
MPHOSPH1	1705	NA	NA
CCR3	1706	NA	NA
ERMAP	1707	NA	NA
MYD88	1708	NA	NA
NIPSNAP3B	1709	NA	NA
GRM7	1710	NA	NA
VDAC2	1711	NA	NA
SLC30A4	1712	NA	NA
SURF2	1713	NA	NA
GLRX2	1714	NA	NA
BANF1	1715	NA	NA
RNF39	1716	NA	NA
IL1R1	1717	NA	NA
MBNL3	1718	NA	NA
IL8	1719	NA	247
PLAC8	1720	NA	NA
REPS2	1721	NA	NA
CISH	1722	NA	NA
SRP54	1723	NA	NA
RPS6KC1	1724	NA	NA
SIPA1	1725	NA	NA
KRT10	1726	NA	NA
TLK1	1727	NA	NA
GPD2	1728	NA	NA
TNFAIP1	1729	NA	NA
UBCE7IP5	1730	NA	NA
LTA4H	1731	NA	NA
ACADM	1732	NA	87
EVI1	1733	NA	NA
CHIT1	1734	NA	NA
MYF5	1735	NA	NA
FOLR2	1736	NA	NA
UBE2V1	1737	NA	NA
TXN	1738	NA	NA
F11R	1739	NA	NA
RTCD1	1740	NA	NA
DHX29	1741	NA	NA
TTC10	1742	NA	NA
MRPS16	1743	NA	NA
RPL36AL	1744	NA	NA
YTHDF1	1745	NA	NA
SYNGR4	1746	NA	NA
S100A14	1747	NA	91
RHD	1748	NA	NA
XRCC4	1749	NA	NA
RNF41	1750	NA	NA
SDF2	1751	NA	NA
GRM6	1752	NA	NA
ALDH8A1	1753	NA	NA
HCN4	1754	NA	NA
GTF2A1	1755	NA	NA
RNP24	1756	NA	NA
KIAA0924	1757	NA	NA
BCKDHB	1758	NA	NA
LOC51066	1759	NA	NA
RAB3GAP	1760	NA	NA
XLKD1	1761	NA	NA
TNC	1762	NA	NA
GPCR5A	1763	NA	NA
MYLIP	1764	NA	NA
TSFM	1765	NA	NA
PIGR	1766	NA	NA
FAM35A	1767	NA	NA
LDHA	1768	NA	NA
PLA2G4C	1769	NA	NA
CCNK	1770	NA	NA
SYPL	1771	NA	NA
STAT1	1772	NA	NA
SPINT1	1773	NA	NA
CEACAM7	1774	NA	NA
SIRT6	1775	NA	NA
KIF4A	1776	NA	NA
TFPI	1777	NA	NA
LRRC6	1778	NA	NA
RGL2	1779	NA	NA
DSIPI	1780	16	NA
ABCB11	1781	NA	NA
CTF1	1782	NA	NA
ATP7A	1783	104	271
PEF	1784	NA	NA
ZNF189	1785	NA	NA
PCAF	1786	NA	NA
AADAC	1787	NA	NA
GRP58	1788	NA	NA
CD1D	1789	NA	NA
DSCR2	1790	NA	NA
PYCARD	1791	NA	NA
NDUFAF1	1792	NA	NA
PRSS11	1793	NA	NA
PBX1	1794	NA	NA
AP1M2	1795	NA	NA
PJA2	1796	NA	NA
TIMM13	1797	NA	NA
AVPR1B	1798	NA	NA
KLK2	1799	NA	NA
HIST1H3I	1800	NA	NA
NCR2	1801	NA	NA
SF3A1	1802	NA	NA
EFNA5	1803	NA	NA
PLA2G5	1804	NA	NA
RFP	1805	NA	NA
MGC4170	1806	NA	NA
USP25	1807	NA	NA
GNAI1	1808	NA	NA
TUSC2	1809	NA	NA
PFKFB1	1810	NA	NA
TLOC1	1811	NA	NA
CREB5	1812	NA	NA
WARS2	1813	NA	NA
LECT1	1814	NA	NA
PPP2R5C	1815	NA	NA
DOCK9	1816	NA	NA
BOMB	1817	NA	NA
MRPL35	1818	NA	NA
EPHB6	1819	NA	NA
P2RY14	1820	NA	NA
ARFGAP3	1821	NA	NA
SLC27A2	1822	NA	NA
ATP5G2	1823	NA	NA
HSPC121	1824	274	NA
KLHL18	1825	NA	NA
CSTF3	1826	NA	NA
KPNA1	1827	NA	NA
GADD45A	1828	NA	NA
ABHD5	1829	NA	NA
SLC2A9	1830	NA	NA
SAFB2	1831	NA	NA
THBD	1832	NA	NA
HSPC138	1833	NA	NA
AP4M1	1834	NA	NA
TRIM62	1835	NA	NA
CD34	1836	NA	NA
RNF19	1837	NA	NA
SMTN	1838	NA	NA
MARS	1839	NA	NA
PP591	1840	NA	NA
SRP46	1841	NA	NA
FADS2	1842	NA	NA
GARNL4	1843	NA	NA
STK17B	1844	NA	NA
NR2E3	1845	NA	NA
AUH	1846	NA	NA
UROS	1847	NA	NA
ARFIP2	1848	43	NA
POLDIP2	1849	NA	NA
PDE1A	1850	NA	NA
PIK3R2	1851	NA	NA
PCSK2	1852	NA	NA
TWSG1	1853	NA	NA
SAE1	1854	NA	NA
AOX1	1855	NA	NA
PCOLCE	1856	NA	NA
FGR	1857	NA	NA
AF1Q	1858	NA	NA
COG5	1859	NA	NA
EIF4E2	1860	NA	NA
EXO1	1861	NA	NA
ITM2A	1862	NA	NA
LOC90806	1863	NA	NA
C5	1864	NA	NA
MGC35048	1865	NA	NA
GAB1	1866	NA	NA
ZNF175	1867	NA	NA
NUDC	1868	NA	NA
ERCC8	1869	NA	NA
PROC	1870	NA	NA
BMP2K	1871	NA	NA
IMP4	1872	NA	NA
GALNT14	1873	NA	NA
ITGB4	1874	NA	NA
CYP26A1	1875	NA	NA
SAP30L	1876	NA	NA
MNAT1	1877	NA	NA
MANBA	1878	NA	NA
CDC23	1879	NA	NA
ZNF423	1880	NA	NA
ATR	1881	NA	NA
PCDH7	1882	NA	329
DOC1	1883	NA	NA
ATP5F1	1884	NA	NA
HMG20A	1885	NA	NA
KIF25	1886	NA	NA
ACPP	1887	NA	NA
ATP5J2	1888	NA	NA
RRAD	1889	NA	NA
ZNF277	1890	NA	NA
KIF20A	1891	127	NA
CGI-96	1892	NA	NA
SORD	1893	NA	NA
DNAH7	1894	NA	NA
PTPRN2	1895	NA	NA
ALAS2	1896	NA	NA
KIAA0555	1897	NA	NA
FTSJ2	1898	NA	NA
HS3ST2	1899	NA	NA
DSCR3	1900	NA	NA
SYCP1	1901	159	254
FBXO24	1902	NA	NA
HDC	1903	NA	NA
CANX	1904	NA	NA
SCN2A2	1905	NA	NA
ILKAP	1906	NA	NA
TTC3	1907	NA	NA
ARVCF	1908	NA	NA
DGUOK	1909	NA	NA
TRIB2	1910	NA	NA
NFIL3	1911	NA	NA
NFS1	1912	NA	NA
U1SNRNPBP	1913	NA	NA
PPFIA3	1914	NA	NA
NUDT13	1915	NA	NA
ZCWCC3	1916	NA	NA
KLK3	1917	NA	NA
CAMTA1	1918	NA	NA
XCL1	1919	NA	NA
CPZ	1920	NA	NA
UBE1	1921	NA	NA
ELAVL2	1922	NA	NA
HOXB8	1923	NA	NA
TSTA3	1924	74	203
TACSTD1	1925	NA	NA
STYK1	1926	NA	140
UQCRFS1	1927	NA	NA
ABCC4	1928	NA	NA
TES	1929	NA	NA
FBXL7	1930	NA	NA
PANK3	1931	NA	NA
NSF	1932	NA	NA
RBM23	1933	NA	NA
KIF5A	1934	NA	NA
SYCP2	1935	NA	NA
POU3F2	1936	NA	NA
KCNJ9	1937	NA	NA
GGA3	1938	NA	NA
THRA	1939	NA	NA
OAS2	1940	NA	NA
SLC4A5	1941	NA	NA
BMPR1A	1942	NA	NA
COQ3	1943	NA	NA
LOC57117	1944	NA	NA
